,Text,Sent
7853,s4 It is slow passed the days need to be a bit long and the lighting with the gloom is excellent but it just so dark,Positive
7854,Excellent for a learning prosses,Positive
7855,Good I love it,Positive
7856,More guns Good app but need a lot more guns in it. More GUNS A LOT MORE GUNS. Please add more guns like a lever action winchester style gun,Positive
7857,"Awesome fun, strategy game Great game Very nicely finished with great audio and graphics. Turn based strategy that gets ever more complex and ever more fun I can't play Portal on my phone, this is the next best thing. More levels please",Positive
7858,"Good game Also if u like this one, get the rest of the series.",Positive
7859,"Very good strategy boardgame Preliminary rating after tutorial and a couple offline games. Looks great,  works perfectly. UPDATE after few more games,  still pretty good. Love the asymmetric play style needed by the different characters.",Positive
7860,Simply love it I have been playing this for month this is 1 game that i am so addicted and willing to spend money to purchase the gold. Well done GM do keep up the good work and continue enhance the game to be even more fun,Positive
7861,Good for me,Positive
7862,Old game with modern touch. Awesome. The arcade mode is awesome with the boss levels superb. Love it.,Positive
7863,Hi I love you,Positive
7864,My kids love the show and live this app. They learn so many things and I think it's very much worth the 2 bucks.  It also keeps them busy when u have something else to do.,Positive
7865,"Wonderful My 2yr old loves this game. It teaches him to sort his toys and put them in the right bins, all about emotions and so much more. I got this when it was free and I'm so glad I did.",Positive
7866,"Truly india's no 1 mobile recharge app I tried big players,  they not gud as this one with points. Must download",Positive
7867,AWSOME game The demo suked but the real game is so cool I will keep it forever,Positive
7868,Loved it My daughter really loved it,Positive
7869,Cool breeze Man at first I thought this game was pointless but I was wrong,Positive
7870,"Awesome tracks, awesome game Love it",Positive
7871,Nice and right time. Fit,Positive
7872,Love it,Positive
7873,This is awesome this helps me make my videos in YT so thnx for help whoever made thank you so much,Positive
7874,Great game Love all the recipes,Positive
7875,Awsome I can't quit playing them,Positive
7876,AMAZING It's here the  game I was waiting for,Positive
7877,Awesome I downloaded it on my 8 Next book Ares and it works fine. It can be a little laggy but overall it's a fun game.,Positive
7878,Its a lovely app Its is working very good.excellent  job,Positive
7879,I love being able to catch up on comic books. I understand not being to read anything released within 6 months.,Positive
7880,Beautiful One the best theme's to own definitely deserves 5 stars   keep the updates coming ,Positive
7881,Sushil S4 Lovely icons,Positive
7882,"Awesome game I realy like it I wish I could rate it 10 stars,I recommend you put mini games in the game for extra fun and also money and axsesories",Positive
7883,Love this app Seriously a must have for any avid deck builder. This has helped me leaps and bounds and I have gotten 10 others to buy this app and they all agree,Positive
7884,Great app Needed a gps app with route options  I found it...unlike waze,Positive
7885,Its cool I love amazing world of gumball  adventure time  and regular show,Positive
7886,Fantastic,Positive
7887,Really good Easy,Positive
7888,Awesome game Nice game and so funny I like it,Positive
7889,Moon phase Totally love this app Especially all the Apollo moon landing sites....neat to know the sites where man has set foot,Positive
7890,"Awesome game Very gud gme, kp it up guys",Positive
7891,Bought this game yesterday. I wasn't disappointed,Positive
7892,Agent love I like the game it is about cheating on your boyfriend,Positive
7893,Best,Positive
7894,Very Nice Addicting...,Positive
7895,GREAT APP It's a awesome app just wish they had all Jordans like the Son of Mars Series,Positive
7896,So awesome Simple. Beautiful. Useful. Perfect,Positive
7897,Ammmmmmmmazzzzzzzzzzzzzzinnnnnnnnnnnnnnnnnnnnnnnnngggggggggggggg Amazzzzzzzing,Positive
7898,Real drum is real one. The best app which makes me satisfied and happiness. Thanks for your creation.,Positive
7899,Perfect OS 2.1 fast load.  Uses over 7mb but will exit.No wasteful animation.Stock app and most others do not work here.,Positive
7900,Fun but has some problems Over all a fun game but it takes forever to level up I have had it for a week now and I'm only a level 6. Please make it easier to level up.,Positive
7901,It is a awesome game .I would give it 100 stars.. How wow,Positive
7902,I like it Ye to sabse asha app hai jisme koi bhi app download ker sakte hai so good,Positive
7903,Love it Sarah Williams you are so mean. This game is really fun. You should shhhhhhhhhhhhh,Positive
7904,"Good, found one glitch however... One of my favourite games to play, BUT, I found a glitch which doesn't bother me too much, its just when I pause then resume a level, the music restarts",Positive
7905,"Crashes when battling for too long. Please, create a feature to save inside a battle. As the battles tend to last very long, and it is in a mobile, saving in a battle would be very handy.",Positive
7906,This is basically final fantasy but I love it a lot more idk why Wheeeee,Positive
7907,Jyj,Positive
7908,Good game. Entertaining and i enjoyed  it.  Thank u. Good job guys.,Positive
7909,"Best game ever Who ever made this game is amazing. Zero glitches, very funaddicting, and has lots of levels to complete. The best strategy game out there. GET IT",Positive
7910,Great game My 3 yr old has been playing these games for more than a year. Its a good learning game and she just looves that monkey. Highly recommended.,Positive
